x,y,R,Rprime
0.06540312923014327,0.26620994517664415,-7.30526750203353e-14,2.177010635467688e-10
0.032719082821776165,0.26412195086825146,-2.8044233602031454e-13,-1.9166984162676512e-10
6.123233995736766e-17,0.26342528133280046,1.8807178037150152e-13,1.6789882370850502e-10
-0.03271908282177604,0.2641219508682515,-5.078160114635466e-13,-1.5371686743995074e-10
-0.06540312923014316,0.26620994517664476,-7.394085344003543e-14,1.3019178259665838e-10
-0.09801714032956044,0.2696832187789369,6.905587213168474e-14,-7.955073023868754e-11
-0.1305261922200516,0.2745316873188922,4.591882429849647e-13,6.52999122690355e-11
-0.16289547339458874,0.2807412149355847,4.560796185160143e-13,-3.989492440996692e-11
-0.19509032201612822,0.28829359700843105,-6.039613253960852e-13,-3.5802689023242706e-11
-0.22707626303437337,0.2971665387099591,3.1308289294429414e-14,8.878950985080534e-11
-0.2588190451025207,0.3073336299423792,6.727951529228449e-14,-1.1510304548708529e-10
-0.2902846772544622,0.31876431738688343,3.2862601528904634e-14,1.5353312834802596e-10
-0.32143946530316164,0.3314238745617728,5.078160114635466e-13,-1.6847647618711837e-10
-0.3522500479212335,0.34527337096887345,4.978240042419202e-13,2.0570106544541653e-10
-0.3826834323650895,0.3602696416088131,-1.0125233984581428e-13,-2.718342910974319e-10
-0.41270702980439467,0.37636525836556006,5.18030063290098e-13,3.437750536520637e-10
-0.44228869021900113,0.39350850499940887,5.127009927718973e-13,-3.9950784620167517e-10
-0.47139673682599764,0.4116433577447757,-7.762679388179095e-13,3.8795650672558573e-10
-0.4999999999999997,0.43070947378297036,-4.0190073491430667e-13,-4.3007324307780976e-10
-0.5280678506503679,0.4506421901475445,1.0857981180834031e-13,5.129263151090731e-10
-0.5555702330196022,0.4713725359161885,-5.206945985491984e-13,-5.971418455801452e-10
-0.5824776968678019,0.49282726084208334,1.2367884494324244e-13,6.958093923792135e-10
-0.6087614290087205,0.5149288838704746,5.402345237826012e-13,-7.354801639701459e-10
-0.6343932841636453,0.5375957652621998,4.0478731477833207e-13,7.970743568180008e-10
-0.6593458151000688,0.5607422062916074,-4.858335955759685e-13,-9.290299004310039e-10
-0.6835923020228714,0.5842785806858386,-6.394884621840902e-14,1.020072697454961e-09
-0.7071067811865475,0.6081115021074038,-1.1433076707589862e-12,-1.1580123168891594e-09
-0.7298640726978355,0.6321440320316299,1.042277375518097e-12,1.4047661406277286e-09
-0.7518398074789774,0.6562759323123118,6.306066779870889e-13,-1.5509285958288184e-09
-0.7730104533627371,0.6804039665390993,7.602807272633072e-13,1.7326288499915111e-09
-0.793353340291235,0.704422253944847,-3.89910326248355e-13,-2.130506930093874e-09
-0.8128466845916152,0.7282226790977312,-5.196731933665433e-12,2.117386137193402e-09
-0.831469612302545,0.7516953598915347,6.257216966787382e-13,-2.057783439233833e-09
-0.8492021815265789,0.7747291754131708,-5.448974604860268e-13,2.417492107179773e-09
-0.8660254037844386,0.797212354111214,-5.075939668586216e-13,-2.838295636207226e-09
-0.8819212643483548,0.8190331213144594,8.646416915780719e-13,3.4976649343293413e-09
-0.896872741532688,0.8400804035681738,3.2160940577341535e-12,-3.843696556815673e-09
-0.9108638249211758,0.8602445854945239,-5.004885395010206e-13,3.966093181232065e-09
-0.9238795325112866,0.8794183129842366,-6.761702309177053e-12,-5.301172496622011e-09
-0.9359059267573258,0.8974973345463336,5.909495115474783e-12,7.944875754393059e-09
-0.9469301294951057,0.9143813706543237,6.566747146052876e-12,-9.426921913680297e-09
-0.9569403357322089,0.9299749990166997,-6.896705428971472e-13,1.1097066504709376e-08
-0.9659258262890684,0.9441885419630205,1.2511325309105814e-11,-1.2995421216883226e-08
-0.9738769792773337,0.956938940675922,-9.701128789174618e-12,1.3404485288097264e-08
-0.9807852804032305,0.9681505999147383,-8.58424442640171e-12,-1.879953788730493e-08
-0.986643332084879,0.9777561862608913,2.6751045822948072e-11,3.926702415680816e-08
-0.9914448613738103,0.9856973628459677,1.0913936421275139e-11,-7.126962487314385e-08
-0.9951847266721967,0.9919254440546904,-5.3435922353628484e-11,1.0743990558381276e-07
-0.9978589232386035,0.9964019548514806,1.0118084148302842e-10,-1.7108834419487717e-07
-0.9994645874763659,0.9990990811515956,-2.877276195079048e-10,5.892969725132608e-08
-1.0,1.0,0.0,1.1912564342635412e-06
